rxn name,EC,Substrate ,kcat value,Organism kcat,equilibrium constant,comment
ILETA_rev,2.6.1.42,3mop[c]+glu-L[c],7.2398190045,Escherichia coli,6.63,calculated kcat
ILEtex,,ile-L[e],NaN,,,
ILEtex_rev,,ile-L[p],NaN,,,
IMPC,3.5.4.10,h2o[c]+imp[c],0.005375,Homo sapiens,1600,calculated
IMPC_rev,3.5.4.10,fprica[c],8.6,Homo sapiens,,Eukaryota
IMPD,1.1.1.205,h2o[c]+imp[c]+nad[c],0.4,Streptococcus pyogenes ,,Bacteria
IMPD,,,0.0433,Borreliella burgdorferi ,,Bacteria
IMPtex,,imp[e],NaN,,,
IMPtex_rev,,imp[p],NaN,,,
INDOLEt2pp,,h[c]+indole[c],NaN,,,
INDOLEt2rpp,,h[p]+indole[p],NaN,,,
INDOLEt2rpp_rev,,h[c]+indole[c],NaN,,,
INDOLEtex,,indole[e],NaN,,,
INDOLEtex_rev,,indole[p],NaN,,,
INSH,3.2.2.8,h2o[c]+ins[c],0.086,Escherichia coli,,
INSK,2.7.1.73,atp[c]+ins[c],NaN,,,
INSt2pp,,h[p]+ins[p],NaN,,,
INSt2rpp,,h[p]+ins[p],NaN,,,
INSt2rpp_rev,,h[c]+ins[c],NaN,,,
INStex,,ins[e],NaN,,,
INStex_rev,,ins[p],NaN,,,
INSTtex,,inost[e],NaN,,,
INSTtex_rev,,inost[p],NaN,,,
IPDDI,5.3.3.2,ipdp[c],17.9,Thermus thermophilus,,Bacteria
IPDDI_rev,5.3.3.2,dmpp[c],2.4757952974,Thermus thermophilus,7.23,calculated kcat
IPDPS,,h[c]+h2mb4p[c]+nadh[c],NaN,,,
IPMD,1.1.1.85,3c2hmp[c]+nad[c],69,Escherichia coli,,
IPPMIa,4.2.1.33,3c2hmp[c],NaN,,,
IPPMIa_rev,4.2.1.33,2ippm[c]+h2o[c],NaN,,,
IPPMIb,4.2.1.33,2ippm[c]+h2o[c],NaN,,,
IPPMIb_rev,4.2.1.33,3c3hmp[c],NaN,,,
IPPS,4.1.3.12,3mob[c]+accoa[c]+h2o[c],NaN,,,
ISETACtex,,isetac[e],NaN,,,
ISETACtex_rev,,isetac[p],NaN,,,
K2L4Aabcpp,,atp[c]+h2o[c]+kdo2lipid4[c],NaN,,,
K2L4Aabctex,,atp[c]+h2o[c]+kdo2lipid4[p],NaN,,,
Kabcpp,,atp[c]+h2o[c]+k[p],NaN,,,
KARA1,1.1.1.86,23dhmb[c]+nadp[c],0.00417,Escherichia coli,,
KARA1_rev,1.1.1.86,alac-S[c]+h[c]+nadph[c],1.8,Escherichia coli,,
KARA1_rev,,,2.231,Escherichia coli,,
KARA1_rev,,,0.12,Escherichia coli,,
KARA2,1.1.1.86,2ahbut[c]+h[c]+nadph[c],0.12,Escherichia coli,,
KARA2_rev,1.1.1.86,23dhmp[c]+nadp[c],0.0001967213,Escherichia coli,6.10E+002,calculated kcat
KAS14,2.3.1.41,acACP[c]+h[c]+malACP[c],0.011,Escherichia coli,,
KAS15,,accoa[c]+h[c]+malACP[c],NaN,,,
KDOCT2,2.7.7.38,ctp[c]+kdo[c],12.5,Escherichia coli,,
KDOCT2,,,21.9,Escherichia coli,,
KDOPP,3.1.3.45,h2o[c]+kdo8p[c],NaN,,,
KDOPS,4.1.2.16,ara5p[c]+h2o[c]+pep[c],NaN,,,
Kt2pp,,h[p]+k[p],NaN,,,
Kt3pp,,k[c]+h[p],NaN,,,
Ktex,,k[e],NaN,,,
Ktex_rev,,k[p],NaN,,,
L-LACD2,1.1.2.3,lac-L[c]+q8[c],NaN,,,
L-LACD3,1.1.2.3,lac-L[c]+mqn8[c],NaN,,,
L-LACt2rpp,,h[p]+lac-L[p],NaN,,,
L-LACt2rpp_rev,,h[c]+lac-L[c],NaN,,,
L-LACtex,,lac-L[e],NaN,,,
L-LACtex_rev,,lac-L[p],NaN,,,
LA4NTpp,,colipa[p]+uLa4n[p],NaN,,,
LADGMDH,,LalaDgluMdap[c]+h2o[c],NaN,,,
LALADGLUtex,,LalaDglu[e],NaN,,,
LALADGLUtex_rev,,LalaDglu[p],NaN,,,
LALALGLUtex,,LalaLglu[e],NaN,,,
LALALGLUtex_rev,,LalaLglu[p],NaN,,,
LALDO2x,1.1.1.21,h[c]+mthgxl[c]+nadh[c],0.43,Rattus norvegicus ,,Eukaryota
LALDO2x,,,44.4,Leishmania donovani ,,Eukaryota
LALDO2x,,,78.4,Leishmania donovani ,,Eukaryota
LALDO2x,,,266,Candida tenuis,,Eukaryota
LALDO3,1.1.1.21,h[c]+mthgxl[c]+nadph[c],0.43,Rattus norvegicus ,,Eukaryota
LALDO3,,,44.4,Leishmania donovani ,,Eukaryota
LALDO3,,,78.4,Leishmania donovani ,,Eukaryota
LALDO3,,,266,Candida tenuis,,Eukaryota
LALGP,,LalaLglu[c]+h2o[c],NaN,,,
LCADi,1.2.1.21,h2o[c]+lald-L[c]+nad[c],NaN,,,
LCARR,1.1.1.77,h[c]+lald-D[c]+nadh[c],NaN,,,
LCARR_rev,1.1.1.77,12ppd-R[c]+nad[c],NaN,,,
LCARS,1.1.1.77,h[c]+lald-L[c]+nadh[c],NaN,,,
LCARS_rev,1.1.1.77,12ppd-S[c]+nad[c],NaN,,,
LCTSt3ipp,,lcts[c]+h[p],NaN,,,
LCTStex,,lcts[e],NaN,,,
LCTStex_rev,,lcts[p],NaN,,,
LCTStpp,,h[p]+lcts[p],NaN,,,
LCTStpp_rev,,h[c]+lcts[c],NaN,,,
LDH_D,1.1.1.28,lac-D[c]+nad[c],0.1684210526,Lactobacillus pentosus ,1.90E+003,calculated kcat
LDH_D,,,0.1689473684,Lactobacillus pentosus ,1.90E+003,calculated kcat
LDH_D,,,0.1684210526,Pediococcus pentosaceus ,1.90E+003,calculated kcat
LDH_D_rev,1.1.1.28,h[c]+nadh[c]+pyr[c],320,Lactobacillus pentosus ,,Bacteria
LDH_D_rev,,,321,Lactobacillus pentosus ,,Bacteria
LDH_D_rev,,,320,Pediococcus pentosaceus ,,Bacteria
LDH_D2,1.1.2.4,lac-D[c]+q8[c],1.083,Arabidopsis thaliana,,Eukaryota
LEUabcpp,,atp[c]+h2o[c]+leu-L[p],NaN,,,
LEUt2rpp,,h[p]+leu-L[p],NaN,,,
LEUt2rpp_rev,,h[c]+leu-L[c],NaN,,,
LEUTAi,2.6.1.42,4mop[c]+glu-L[c],290,Homo sapiens,,Eukaryota
LEUTAi,,,1075,Homo sapiens,,Eukaryota
LEUtex,,leu-L[e],NaN,,,
LEUtex_rev,,leu-L[p],NaN,,,
LGTHL,4.4.1.5,gthrd[c]+mthgxl[c],338,Escherichia coli,,
LIPAabcpp,,atp[c]+h2o[c]+lipa[c],NaN,,,
LIPAabctex,,atp[c]+h2o[c]+lipa[p],NaN,,,
LIPACabcpp,,atp[c]+h2o[c]+lipa_cold[c],NaN,,,
LIPOtex,,lipoate[e],NaN,,,
LIPOtex_rev,,lipoate[p],NaN,,,
LPADSS,2.4.1.182,lipidX[c]+u23ga[c],NaN,,,
LPLIPAL1A120pp,3.1.1.5,1ddecg3p[p]+h2o[p],NaN,,,
LPLIPAL1A140pp,3.1.1.5,1tdecg3p[p]+h2o[p],NaN,,,
LPLIPAL1A141pp,3.1.1.5,1tdec7eg3p[p]+h2o[p],NaN,,,
LPLIPAL1A160pp,3.1.1.5,1hdecg3p[p]+h2o[p],NaN,,,
LPLIPAL1A161pp,3.1.1.5,1hdec9eg3p[p]+h2o[p],NaN,,,
LPLIPAL1A180pp,3.1.1.5,1odecg3p[p]+h2o[p],NaN,,,
LPLIPAL1A181pp,3.1.1.5,1odec11eg3p[p]+h2o[p],NaN,,,
LPLIPAL1E120pp,3.1.1.5,1agpe120[p]+h2o[p],NaN,,,
LPLIPAL1E140pp,3.1.1.5,1agpe140[p]+h2o[p],NaN,,,
LPLIPAL1E141pp,3.1.1.5,1agpe141[p]+h2o[p],NaN,,,
LPLIPAL1E160pp,3.1.1.5,1agpe160[p]+h2o[p],NaN,,,
LPLIPAL1E161pp,3.1.1.5,1agpe161[p]+h2o[p],NaN,,,
LPLIPAL1E180pp,3.1.1.5,1agpe180[p]+h2o[p],NaN,,,
LPLIPAL1E181pp,3.1.1.5,1agpe181[p]+h2o[p],NaN,,,
LPLIPAL1G120pp,3.1.1.5,1agpg120[p]+h2o[p],NaN,,,
LPLIPAL1G140pp,3.1.1.5,1agpg140[p]+h2o[p],NaN,,,
LPLIPAL1G141pp,3.1.1.5,1agpg141[p]+h2o[p],NaN,,,
LPLIPAL1G160pp,3.1.1.5,1agpg160[p]+h2o[p],NaN,,,
LPLIPAL1G161pp,3.1.1.5,1agpg161[p]+h2o[p],NaN,,,
LPLIPAL1G180pp,3.1.1.5,1agpg180[p]+h2o[p],NaN,,,
LPLIPAL1G181pp,3.1.1.5,1agpg181[p]+h2o[p],NaN,,,
LPLIPAL2A120,3.1.1.5,2ddecg3p[c]+h2o[c],NaN,,,
LPLIPAL2A140,3.1.1.5,2tdecg3p[c]+h2o[c],NaN,,,
LPLIPAL2A141,3.1.1.5,2tdec7eg3p[c]+h2o[c],NaN,,,
LPLIPAL2A160,3.1.1.5,2hdecg3p[c]+h2o[c],NaN,,,
LPLIPAL2A161,3.1.1.5,2hdec9eg3p[c]+h2o[c],NaN,,,
LPLIPAL2A180,3.1.1.5,2odecg3p[c]+h2o[c],NaN,,,
LPLIPAL2A181,3.1.1.5,2odec11eg3p[c]+h2o[c],NaN,,,
LPLIPAL2E120,3.1.1.5,2agpe120[c]+h2o[c],NaN,,,
LPLIPAL2E140,3.1.1.5,2agpe140[c]+h2o[c],NaN,,,
LPLIPAL2E141,3.1.1.5,2agpe141[c]+h2o[c],NaN,,,
LPLIPAL2E160,3.1.1.5,2agpe160[c]+h2o[c],NaN,,,
LPLIPAL2E161,3.1.1.5,2agpe161[c]+h2o[c],NaN,,,
LPLIPAL2E180,3.1.1.5,2agpe180[c]+h2o[c],NaN,,,
LPLIPAL2E181,3.1.1.5,2agpe181[c]+h2o[c],NaN,,,
LPLIPAL2G120,3.1.1.5,2agpg120[c]+h2o[c],NaN,,,
LPLIPAL2G140,3.1.1.5,2agpg140[c]+h2o[c],NaN,,,
LPLIPAL2G141,3.1.1.5,2agpg141[c]+h2o[c],NaN,,,
LPLIPAL2G160,3.1.1.5,2agpg160[c]+h2o[c],NaN,,,
LPLIPAL2G161,3.1.1.5,2agpg161[c]+h2o[c],NaN,,,
LPLIPAL2G180,3.1.1.5,2agpg180[c]+h2o[c],NaN,,,
LPLIPAL2G181,3.1.1.5,2agpg181[c]+h2o[c],NaN,,,
LSERDHr,,nadp[c]+ser-L[c],NaN,,,
LSERDHr_rev,,2amsa[c]+h[c]+nadph[c],NaN,,,
LYSabcpp,,atp[c]+h2o[c]+lys-L[p],NaN,,,
LYSDC,4.1.1.18,h[c]+lys-L[c],30,Escherichia coli,,
LYSt2pp,,h[p]+lys-L[p],NaN,,,
LYSt3pp,,lys-L[c]+h[p],NaN,,,
LYStex,,lys-L[e],NaN,,,
LYStex_rev,,lys-L[p],NaN,,,
LYXtex,,lyx-L[e],NaN,,,
LYXtex_rev,,lyx-L[p],NaN,,,
M1PD,1.1.1.17,mnl1p[c]+nad[c],8.5,Aspergillus fumigatus,,Eukaryota
M1PD,,,10.6,Aspergillus fumigatus,,Eukaryota
M1PD_rev,1.1.1.17,f6p[c]+h[c]+nadh[c],125,Aspergillus fumigatus,,Eukaryota
M1PD_rev,,,132,Aspergillus fumigatus,,Eukaryota
MACPD,,h[c]+malACP[c],NaN,,,
MALCOAMT,,amet[c]+malcoa[c],NaN,,,
MALDtex,,mal-D[e],NaN,,,
MALDtex_rev,,mal-D[p],NaN,,,
MALS,4.1.3.2,accoa[c]+glx[c]+h2o[c],NaN,,,
MALt2_2pp,,h[p]+mal-L[p],NaN,,,
MALt2_3pp,,h[p]+mal-L[p],NaN,,,
MALt3pp,,mal-L[c]+h[p],NaN,,,
MALTATr,2.3.1.79,accoa[c]+malt[c],NaN,,,
MALTATr_rev,2.3.1.79,acmalt[c]+coa[c],NaN,,,
MALtex,,mal-L[e],NaN,,,
MALtex_rev,,mal-L[p],NaN,,,
MAN1PT2,2.7.7.22,gdp[c]+h[c]+man1p[c],NaN,,,
MAN6PI,5.3.1.8,man6p[c],0.076,Pseudomonas aeruginosa,1.3,Proteobacteria
MAN6PI,,,1.38,Pseudomonas aeruginosa,1.3,Proteobacteria
MAN6PI,,,19.4,Burkholderia cepacia,1.3,Proteobacteria
MAN6PI_rev,5.3.1.8,f6p[c],0.0584615385,Pseudomonas aeruginosa,,calculated
MAN6PI_rev,,,1.0615384615,Pseudomonas aeruginosa,,calculated
MAN6PI_rev,,,14.9230769231,Burkholderia cepacia,,calculated
MAN6Ptex,,man6p[e],NaN,,,
MAN6Ptex_rev,,man6p[p],NaN,,,
MANAO,1.1.1.57,mana[c]+nad[c],NaN,,,
MANAO_rev,1.1.1.57,fruur[c]+h[c]+nadh[c],NaN,,,
MANGLYCtex,,manglyc[e],NaN,,,
MANGLYCtex_rev,,manglyc[p],NaN,,,
MANtex,,man[e],NaN,,,
MANtex_rev,,man[p],NaN,,,
MCITD,4.2.1.79,2mcit[c],NaN,,,
MCITL2,4.1.3.30,micit[c],19,Escherichia coli,,
MCITL2_rev,4.1.3.30,pyr[c]+succ[c],788.3817427386,Escherichia coli,0.0241,calculated kcat
MCITS,4.1.3.31,h2o[c]+oaa[c]+ppcoa[c],NaN,,,
MCOATA,2.3.1.39,ACP[c]+malcoa[c],0.00047,Escherichia coli,,
MCOATA_rev,2.3.1.39,coa[c]+malACP[c],NaN,,,Equilibrium constant unknown
MCTP1App,,murein5p5p[p],NaN,,,
MCTP1Bpp,,murein5p5p[p],NaN,,,
MCTP2App,,murein5p5p5p[p],NaN,,,
MDDCP1pp,3.4.16.4,h2o[p]+murein5px4p[p],1.1,Escherichia coli,,
MDDCP2pp,3.4.16.4,h2o[p]+murein5px4px4p[p],1.1,Escherichia coli,,
MDDCP3pp,3.4.16.4,h2o[p]+murein5p5p[p],1.1,Escherichia coli,,
MDDCP4pp,3.4.16.4,h2o[p]+murein5p4p[p],1.1,Escherichia coli,,
MDDCP5pp,3.4.16.4,h2o[p]+murein5p3p[p],1.1,Escherichia coli,,
MDDEP1pp,,h2o[p]+murein4px4p[p],NaN,,,
MDDEP2pp,,h2o[p]+murein3px4p[p],NaN,,,
MDDEP3pp,,h2o[p]+murein5px4p[p],NaN,,,
MDDEP4pp,,h2o[p]+murein4px4px4p[p],NaN,,,
MDH,1.1.1.37,mal-L[c]+nad[c],41,Flavobacterium frigidimaris,,Bacteria
MDH,,,48.6,Flavobacterium frigidimaris,,Bacteria
MDH,,,1.73,Flavobacterium frigidimaris,,Bacteria
MDH,,,139,Flavobacterium frigidimaris,,Bacteria
MDH,,,41.3,Flavobacterium frigidimaris,,Bacteria
MDH,,,48.4,Flavobacterium frigidimaris,,Bacteria
MDH,,,83.2,Flavobacterium frigidimaris,,Bacteria
MDH,,,138,Flavobacterium frigidimaris,,Bacteria
MDH_rev,1.1.1.37,h[c]+nadh[c]+oaa[c],931,Escherichia coli,,
MDH2,1.1.99.16,mal-L[c]+q8[c],NaN,,,
MDH3,1.1.99.16,mal-L[c]+mqn8[c],NaN,,,
ME1,1.1.1.38,mal-L[c]+nad[c],134.4,Escherichia coli,,
ME2,1.1.1.40,mal-L[c]+nadp[c],66.6,Escherichia coli,,
MECDPDH5,,2mecdp[c]+flxr[c]+h[c],NaN,,,
MECDPS,,2p4c2me[c],NaN,,,
MELIBt2pp,,h[p]+melib[p],NaN,,,
MELIBt3ipp,,melib[c]+h[p],NaN,,,
MELIBtex,,melib[e],NaN,,,
MELIBtex_rev,,melib[p],NaN,,,
MEOHtex,,meoh[e],NaN,,,
MEOHtex_rev,,meoh[p],NaN,,,
MEOHtrpp,,meoh[p],NaN,,,
MEOHtrpp_rev,,meoh[c],NaN,,,
MEPCT,,2me4p[c]+ctp[c]+h[c],NaN,,,
METAT,2.5.1.6,atp[c]+h2o[c]+met-L[c],1.5,Escherichia coli,,
METDtex,,met-D[e],NaN,,,
METDtex_rev,,met-D[p],NaN,,,
METOX1s,,h2o2[c]+met-L[c],NaN,,,
METOX2s,,h2o2[c]+met-L[c],NaN,,,
METS,2.1.1.13,5mthf[c]+hcys-L[c],8.33,Escherichia coli,,
METS,,,13,Escherichia coli,,
METSOX1tex,,metsox-S-L[e],NaN,,,
METSOX1tex_rev,,metsox-S-L[p],NaN,,,
METSOX2tex,,metsox-R-L[e],NaN,,,
METSOX2tex_rev,,metsox-R-L[p],NaN,,,
METSOXR1,1.8.4.5,metsox-S-L[c]+trdrd[c],NaN,,,
METSOXR2,,metsox-R-L[c]+trdrd[c],NaN,,,
METtex,,met-L[e],NaN,,,
METtex_rev,,met-L[p],NaN,,,
MG2t3_2pp,,h[c]+mg2[p],NaN,,,
MG2t3_2pp_rev,,mg2[c]+h[p],NaN,,,
MG2tex,,mg2[e],NaN,,,
MG2tex_rev,,mg2[p],NaN,,,
MG2tpp,,mg2[p],NaN,,,
MG2uabcpp,,atp[c]+h2o[c]+mg2[p],NaN,,,
MGSA,4.2.3.3,dhap[c],220,Escherichia coli,,
MGSA,,,179,Escherichia coli,,
MICITDr,4.2.1.99,2mcacn[c]+h2o[c],NaN,,,
MICITDr_rev,4.2.1.99,micit[c],NaN,,,
MINCYCtex,,mincyc[e],NaN,,,
MINCYCtex_rev,,mincyc[p],NaN,,,
MINCYCtpp,,h[p]+mincyc[p],NaN,,,
MLDCP1App,3.4.17.13,h2o[p]+murein5px4p[p],NaN,,,
MLDCP1Bpp,3.4.17.13,h2o[p]+murein4p4p[p],NaN,,,
MLDCP2App,3.4.17.13,h2o[p]+murein5p5p[p],NaN,,,
MLDCP2Bpp,3.4.17.13,h2o[p]+murein4p3p[p],NaN,,,
MLDCP3App,3.4.17.13,h2o[p]+murein5px3p[p],NaN,,,
MLDEP1pp,,h2o[p]+murein3px3p[p],NaN,,,
MLDEP2pp,,h2o[p]+murein5px3p[p],NaN,,,
MLTG3,,h2o[c]+maltpt[c],NaN,,,
MLTG4,,h2o[c]+malthx[c],NaN,,,
MLTG5,,h2o[c]+malthp[c],NaN,,,
MLTGY1pp,,murein4p4p[p],NaN,,,
MLTGY2pp,,murein4p3p[p],NaN,,,
MLTGY3pp,,murein3p3p[p],NaN,,,
MLTGY4pp,,murein4px4p4p[p],NaN,,,
MLTP1,,maltpt[c]+pi[c],NaN,,,
MLTP1_rev,,g1p[c]+maltttr[c],NaN,,,
MLTP2,,malthx[c]+pi[c],NaN,,,
MLTP2_rev,,g1p[c]+maltpt[c],NaN,,,
MLTP3,,malthp[c]+pi[c],NaN,,,
MLTP3_rev,,g1p[c]+malthx[c],NaN,,,
MMCD,4.1.1.41,h[c]+mmcoa-S[c],NaN,,,
MMETtex,,mmet[e],NaN,,,
MMETtex_rev,,mmet[p],NaN,,,
MMM,5.4.99.2,succoa[c],48,Propionibacterium freudenreichii ,,Bacteria
MN2t3pp,,mn2[c]+h[p],NaN,,,
MN2tpp,,mn2[p],NaN,,,
MN6PP,,h2o[c]+man6p[c],NaN,,,
MNLtex,,mnl[e],NaN,,,
MNLtex_rev,,mnl[p],NaN,,,
MNt2pp,,h[p]+mn2[p],NaN,,,
MNtex,,mn2[e],NaN,,,
MNtex_rev,,mn2[p],NaN,,,
MOADSUx,,iscssh[c]+moadamp[c]+nadh[c],NaN,,,
MOAT,,ckdo[c]+lipidA[c],NaN,,,
MOAT2,,ckdo[c]+kdolipid4[c],NaN,,,
MOAT3C,,ckdo[c]+phphhlipa[c],NaN,,,
MOBDabcpp,,atp[c]+h2o[c]+mobd[p],NaN,,,
MOBDtex,,mobd[e],NaN,,,
MOBDtex_rev,,mobd[p],NaN,,,
MOCOS,,h[c]+mobd[c]+mptamp[c],NaN,,,
MOHMT,2.1.2.11,3mob[c]+h2o[c]+mlthf[c],0.78,Mycobacterium tuberculosis ,,
MOX,1.1.3.3,mal-L[c]+o2[c],NaN,,,
MOX_rev,1.1.3.3,h2o2[c]+oaa[c],NaN,,,
MPTAT,,atp[c]+h[c]+mpt[c],NaN,,,
MPTG,,uaagmda[c],NaN,,,
MPTG2,,uaagmda[c]+murein5p5p[p],NaN,,,
MPTS,,cpmp[c]+cu2[c]+moadcosh[c],NaN,,,
MPTSS,,atp[c]+h[c]+moadcoo[c],NaN,,,
MSAR,,h[c]+msa[c]+nadph[c],NaN,,,
MSO3tex,,mso3[e],NaN,,,
MSO3tex_rev,,mso3[p],NaN,,,
MTAN,3.2.2.16,5mta[c]+h2o[c],2.3,Escherichia coli,,
MTAN,,,4,Escherichia coli,,
MTHFC,3.5.4.9,h2o[c]+methf[c],134,Homo sapiens,,Eukaryota
MTHFC_rev,3.5.4.9,10fthf[c]+h[c],17.7718832891,Homo sapiens,7.54,calculated kcat
MTHFD,1.5.1.5,mlthf[c]+nadp[c],113,Photobacterium phosphoreum ,,Proteobacteria
MTHFD_rev,1.5.1.5,methf[c]+nadph[c],6174.8633879782,Photobacterium phosphoreum ,0.0183,calculated kcat
MTHFR2,1.5.1.20,h[c]+mlthf[c]+nadh[c],10.4,Escherichia coli,,
MTHTHFSs,,h2o[c]+mdhdhf[c],NaN,,,
N2Otex,,n2o[e],NaN,,,
N2Otex_rev,,n2o[p],NaN,,,
N2Otpp,,n2o[p],NaN,,,
N2Otpp_rev,,n2o[c],NaN,,,
NACODA,,acg5sa[c]+h2o[c],NaN,,,
NACtex,,nac[e],NaN,,,
NACtex_rev,,nac[p],NaN,,,
NADDP,3.6.1.22,h2o[c]+nad[c],19.3,Escherichia coli,,
NADH10,1.6.5.3,h[c]+mqn8[c]+nadh[c],26,Escherichia coli,,
NADH16pp,1.6.5.3,h[c]+nadh[c]+q8[c],26,Escherichia coli,,
NADH17pp,1.6.5.3,h[c]+mqn8[c]+nadh[c],26,Escherichia coli,,
NADH18pp,1.6.5.3,2dmmq8[c]+h[c]+nadh[c],26,Escherichia coli,,
NADH5,1.6.5.3,h[c]+nadh[c]+q8[c],26,Escherichia coli,,
NADH9,1.6.5.3,2dmmq8[c]+h[c]+nadh[c],26,Escherichia coli,,
NADK,2.7.1.23,atp[c]+nad[c],55,Escherichia coli,,
NADK,,,125,Escherichia coli,,
NADN,3.2.2.5,h2o[c]+nad[c],0.358,Bacillus subtilis,,Bacteria
NADPHQR2,1.6.99.6,h[c]+nadph[c]+q8[c],NaN,,,
NADPHQR3,1.6.99.6,h[c]+mqn8[c]+nadph[c],NaN,,,
NADPHQR4,1.6.99.6,2dmmq8[c]+h[c]+nadph[c],NaN,,,
NADPPPS,,h2o[c]+nadp[c],NaN,,,
NADS1,6.3.1.5,atp[c]+dnad[c]+nh4[c],0.25,Francisella tularensis,,Proteobacteria
NADTRHD,,nad[c]+nadph[c],NaN,,,
NAMNPP,2.4.2.11,atp[c]+h2o[c]+nac[c]+prpp[c],NaN,,,
NAt3_1p5pp,,na1[c]+h[p],NaN,,,
NAt3_2pp,,na1[c]+h[p],NaN,,,
NAt3pp,,na1[c]+h[p],NaN,,,
NAtex,,na1[e],NaN,,,
NAtex_rev,,na1[p],NaN,,,
NDPK1,2.7.4.6,atp[c]+gdp[c],38,Thermus thermophilus,,Bacteria
NDPK1,,,264,Mycobacterium tuberculosis ,,Bacteria
NDPK1_rev,2.7.4.6,adp[c]+gtp[c],13.9705882353,Thermus thermophilus,2.72,calculated kcat
NDPK1_rev,,,97.0588235294,Mycobacterium tuberculosis ,2.72,calculated kcat
NDPK2,2.7.4.6,atp[c]+udp[c],264,Mycobacterium tuberculosis ,,Bacteria
NDPK2_rev,2.7.4.6,adp[c]+utp[c],102.3255813953,Mycobacterium tuberculosis ,2.58,calculated kcat
NDPK3,2.7.4.6,atp[c]+cdp[c],264,Mycobacterium tuberculosis ,,Bacteria
NDPK3_rev,2.7.4.6,adp[c]+ctp[c],NaN,,,Equilibrium constant unknown
NDPK4,2.7.4.6,atp[c]+dtdp[c],264,Mycobacterium tuberculosis ,,Bacteria
NDPK4_rev,2.7.4.6,adp[c]+dttp[c],NaN,,,Equilibrium constant unknown
NDPK5,2.7.4.6,atp[c]+dgdp[c],264,Mycobacterium tuberculosis ,,Bacteria
NDPK5_rev,2.7.4.6,adp[c]+dgtp[c],NaN,,,Equilibrium constant unknown
NDPK6,2.7.4.6,atp[c]+dudp[c],264,Mycobacterium tuberculosis ,,Bacteria
NDPK6_rev,2.7.4.6,adp[c]+dutp[c],NaN,,,Equilibrium constant unknown
NDPK7,2.7.4.6,atp[c]+dcdp[c],264,Mycobacterium tuberculosis ,,Bacteria
NDPK7_rev,2.7.4.6,adp[c]+dctp[c],NaN,,,Equilibrium constant unknown
NDPK8,2.7.4.6,atp[c]+dadp[c],264,Mycobacterium tuberculosis ,,Bacteria
NDPK8_rev,2.7.4.6,adp[c]+datp[c],NaN,,,Equilibrium constant unknown
NH4tex,,nh4[e],NaN,,,
NH4tex_rev,,nh4[p],NaN,,,
NH4tpp,,nh4[p],NaN,,,
NH4tpp_rev,,nh4[c],NaN,,,
NI2abcpp,,atp[c]+h2o[c]+ni2[c],NaN,,,
NI2t3pp,,ni2[c]+h[p],NaN,,,
NI2tex,,ni2[e],NaN,,,
NI2tex_rev,,ni2[p],NaN,,,
NI2tpp,,ni2[p],NaN,,,
NI2uabcpp,,atp[c]+h2o[c]+ni2[p],NaN,,,
NMNAT,2.7.7.1,atp[c]+h[c]+nmn[c],NaN,,,
NMNDA,3.5.1.42,h2o[c]+nmn[c],3.3,Escherichia coli,,
NMNN,3.2.2.14,h2o[c]+nmn[c],NaN,,,
NMNtex,,nmn[e],NaN,,,
NMNtex_rev,,nmn[p],NaN,,,
NNAM,3.5.1.19,h2o[c]+ncam[c],11.65,Oceanobacillus iheyensis ,,Bacteria
NNAM,,,3.1,Mycobacterium tuberculosis ,,Bacteria
NNAM,,,2.1,Streptococcus pneumoniae ,,Bacteria
NNAM,,,0.003,Borreliella burgdorferi ,,Bacteria
NNATr,2.7.7.18,atp[c]+h[c]+nicrnt[c],NaN,,,
NNATr_rev,2.7.7.18,dnad[c]+ppi[c],NaN,,,
NNDPR,2.4.2.19,h[c]+prpp[c]+quln[c],1,Salmonella enterica,,Proteobacteria
NO2t2rpp,,h[p]+no2[p],NaN,,,
NO2t2rpp_rev,,h[c]+no2[c],NaN,,,
NO2tex,,no2[e],NaN,,,
NO2tex_rev,,no2[p],NaN,,,
NO3tex,,no3[e],NaN,,,
NO3tex_rev,,no3[p],NaN,,,
NOtex,,no[e],NaN,,,
NOtex_rev,,no[p],NaN,,,
NOtpp,,no[p],NaN,,,
NOtpp_rev,,no[c],NaN,,,
NOVBCNtex,,novbcn[e],NaN,,,
NOVBCNtex_rev,,novbcn[p],NaN,,,
NOVBCNtpp,,h[p]+novbcn[p],NaN,,,
NTD1,3.1.3.5,dump[c]+h2o[c],0.23,Escherichia coli,,
NTD10,3.1.3.5,h2o[c]+xmp[c],NaN,,,
NTD11,3.1.3.5,h2o[c]+imp[c],0.3,Legionella pneumophila ,,Proteobacteria
NTD12,3.1.3.5,dimp[c]+h2o[c],0.24,Escherichia coli,,
NTD12pp,3.1.3.5,dimp[p]+h2o[p],0.24,Escherichia coli,,
NTD2,3.1.3.5,h2o[c]+ump[c],1.2,Mus musculus ,,Eukaryota
NTD3,3.1.3.5,dcmp[c]+h2o[c],0.23,Escherichia coli,,
NTD4,3.1.3.5,cmp[c]+h2o[c],5.93,Escherichia coli,,
NTD5,3.1.3.5,dtmp[c]+h2o[c],0.16,Escherichia coli,,
NTD6,3.1.3.5,damp[c]+h2o[c],0.3,Escherichia coli,,
NTD7,3.1.3.5,amp[c]+h2o[c],4.9,Escherichia coli,,
